sample,total_count,population,count,percentage
sample07529,92996,cd4_t_cell,25089,26.979
sample07529,92996,cd8_t_cell,28160,30.281
sample07529,92996,monocyte,12696,13.652
sample07529,92996,nk_cell,19610,21.087
sample07530,105817,b_cell,10215,9.653
sample07530,105817,cd4_t_cell,32635,30.841
sample07530,105817,cd8_t_cell,24936,23.565
sample07530,105817,monocyte,21445,20.266
sample07530,105817,nk_cell,16586,15.674
sample07531,99592,b_cell,7887,7.919
sample07531,99592,cd4_t_cell,25595,25.7
sample07531,99592,cd8_t_cell,25768,25.874
sample07531,99592,monocyte,23141,23.236
sample07531,99592,nk_cell,17201,17.271
sample07532,106191,b_cell,7911,7.45
sample07532,106191,cd4_t_cell,35281,33.224
sample07532,106191,cd8_t_cell,26610,25.059
sample07532,106191,monocyte,20328,19.143
sample07532,106191,nk_cell,16061,15.125
sample07533,104289,b_cell,8004,7.675
sample07533,104289,cd4_t_cell,34690,33.263
sample07533,104289,cd8_t_cell,27025,25.914
sample07533,104289,monocyte,20306,19.471
sample07533,104289,nk_cell,14264,13.677
sample07534,103741,b_cell,10818,10.428
sample07534,103741,cd4_t_cell,35984,34.686
sample07534,103741,cd8_t_cell,21931,21.14
sample07534,103741,monocyte,25170,24.262
sample07534,103741,nk_cell,9838,9.483
sample07535,99854,b_cell,7675,7.686
sample07535,99854,cd4_t_cell,20459,20.489
sample07535,99854,cd8_t_cell,29526,29.569
sample07535,99854,monocyte,20656,20.686
sample07535,99854,nk_cell,21538,21.569
sample07536,106752,b_cell,12367,11.585
sample07536,106752,cd4_t_cell,38180,35.765
sample07536,106752,cd8_t_cell,18531,17.359
sample07536,106752,monocyte,21264,19.919
sample07536,106752,nk_cell,16410,15.372
sample07537,91929,b_cell,13635,14.832
sample07537,91929,cd4_t_cell,31777,34.567
sample07537,91929,cd8_t_cell,23216,25.254
sample07537,91929,monocyte,15285,16.627
sample07537,91929,nk_cell,8016,8.72
sample07538,108264,b_cell,8030,7.417
sample07538,108264,cd4_t_cell,30856,28.501
sample07538,108264,cd8_t_cell,18842,17.404
sample07538,108264,monocyte,31967,29.527
sample07538,108264,nk_cell,18569,17.152
sample07539,111643,b_cell,15794,14.147
sample07539,111643,cd4_t_cell,25726,23.043
sample07539,111643,cd8_t_cell,18527,16.595
sample07539,111643,monocyte,37747,33.81
sample07539,111643,nk_cell,13849,12.405
sample07540,104626,b_cell,6479,6.193
sample07540,104626,cd4_t_cell,25496,24.369
sample07540,104626,cd8_t_cell,38461,36.76
sample07540,104626,monocyte,24939,23.836
sample07540,104626,nk_cell,9251,8.842
sample07541,108474,b_cell,8886,8.192
sample07541,108474,cd4_t_cell,32945,30.371
sample07541,108474,cd8_t_cell,27917,25.736
sample07541,108474,monocyte,27364,25.226
sample07541,108474,nk_cell,11362,10.474
sample07542,105427,b_cell,11845,11.235
sample07542,105427,cd4_t_cell,33677,31.943
sample07542,105427,cd8_t_cell,25128,23.835
sample07542,105427,monocyte,23438,22.231
sample07542,105427,nk_cell,11339,10.755
sample07543,91956,b_cell,8406,9.141
sample07543,91956,cd4_t_cell,23538,25.597
sample07543,91956,cd8_t_cell,15291,16.629
sample07543,91956,monocyte,24063,26.168
sample07543,91956,nk_cell,20658,22.465
sample07544,104144,b_cell,5055,4.854
sample07544,104144,cd4_t_cell,35356,33.949
sample07544,104144,cd8_t_cell,28862,27.714
sample07544,104144,monocyte,25487,24.473
sample07544,104144,nk_cell,9384,9.011
sample07545,104082,b_cell,13643,13.108
sample07545,104082,cd4_t_cell,31121,29.9
sample07545,104082,cd8_t_cell,21471,20.629
sample07545,104082,monocyte,27508,26.429
sample07545,104082,nk_cell,10339,9.934
sample07546,91921,b_cell,13390,14.567
sample07546,91921,cd4_t_cell,27543,29.964
sample07546,91921,cd8_t_cell,19537,21.254
sample07546,91921,monocyte,21953,23.882
sample07546,91921,nk_cell,9498,10.333
sample07547,92312,b_cell,2232,2.418
sample07547,92312,cd4_t_cell,26656,28.876
sample07547,92312,cd8_t_cell,28904,31.311
sample07547,92312,monocyte,22009,23.842
sample07547,92312,nk_cell,12511,13.553
sample07548,104302,b_cell,14583,13.982
sample07548,104302,cd4_t_cell,40528,38.856
sample07548,104302,cd8_t_cell,15245,14.616
sample07548,104302,monocyte,14830,14.218
sample07548,104302,nk_cell,19116,18.328
sample07549,93924,b_cell,5344,5.69
sample07549,93924,cd4_t_cell,34873,37.129
sample07549,93924,cd8_t_cell,18668,19.876
sample07549,93924,monocyte,14287,15.211
sample07549,93924,nk_cell,20752,22.094
sample07550,107788,b_cell,7617,7.067
sample07550,107788,cd4_t_cell,33474,31.055
sample07550,107788,cd8_t_cell,33971,31.516
sample07550,107788,monocyte,17374,16.119
sample07550,107788,nk_cell,15352,14.243
sample07551,94482,b_cell,7370,7.8
sample07551,94482,cd4_t_cell,27102,28.685
sample07551,94482,cd8_t_cell,20972,22.197
sample07551,94482,monocyte,25736,27.239
sample07551,94482,nk_cell,13302,14.079
sample07552,100899,b_cell,11685,11.581
sample07552,100899,cd4_t_cell,32731,32.439
sample07552,100899,cd8_t_cell,31233,30.955
sample07552,100899,monocyte,13817,13.694
sample07552,100899,nk_cell,11433,11.331
sample07553,91151,b_cell,6360,6.977
sample07553,91151,cd4_t_cell,24284,26.642
sample07553,91151,cd8_t_cell,18533,20.332
sample07553,91151,monocyte,20419,22.401
sample07553,91151,nk_cell,21555,23.648
sample07554,96671,b_cell,11321,11.711
sample07554,96671,cd4_t_cell,34432,35.618
sample07554,96671,cd8_t_cell,19192,19.853
sample07554,96671,monocyte,16233,16.792
sample07554,96671,nk_cell,15493,16.027
sample07555,92758,b_cell,12726,13.72
sample07555,92758,cd4_t_cell,27303,29.435
sample07555,92758,cd8_t_cell,20599,22.207
sample07555,92758,monocyte,20712,22.329
sample07555,92758,nk_cell,11418,12.309
sample07556,109486,b_cell,13143,12.004
sample07556,109486,cd4_t_cell,29646,27.077
sample07556,109486,cd8_t_cell,41591,37.988
sample07556,109486,monocyte,15026,13.724
sample07556,109486,nk_cell,10080,9.207
sample07557,104981,b_cell,13570,12.926
sample07557,104981,cd4_t_cell,25029,23.841
sample07557,104981,cd8_t_cell,25737,24.516
sample07557,104981,monocyte,22197,21.144
sample07557,104981,nk_cell,18448,17.573
sample07558,103366,b_cell,10191,9.859
sample07558,103366,cd4_t_cell,28229,27.31
sample07558,103366,cd8_t_cell,30674,29.675
sample07558,103366,monocyte,22091,21.372
sample07558,103366,nk_cell,12181,11.784
sample07559,104206,b_cell,7010,6.727
sample07559,104206,cd4_t_cell,30480,29.25
sample07559,104206,cd8_t_cell,32257,30.955
sample07559,104206,monocyte,21056,20.206
sample07559,104206,nk_cell,13403,12.862
sample07560,112532,b_cell,11021,9.794
sample07560,112532,cd4_t_cell,32511,28.89
sample07560,112532,cd8_t_cell,34539,30.693
sample07560,112532,monocyte,16195,14.391
sample07560,112532,nk_cell,18266,16.232
sample07561,95194,b_cell,9515,9.995
sample07561,95194,cd4_t_cell,23299,24.475
sample07561,95194,cd8_t_cell,29199,30.673
sample07561,95194,monocyte,15245,16.015
sample07561,95194,nk_cell,17936,18.842
sample07562,101792,b_cell,9789,9.617
sample07562,101792,cd4_t_cell,28884,28.376
sample07562,101792,cd8_t_cell,36773,36.126
sample07562,101792,monocyte,12829,12.603
sample07562,101792,nk_cell,13517,13.279
sample07563,102388,b_cell,12141,11.858
sample07563,102388,cd4_t_cell,28754,28.083
sample07563,102388,cd8_t_cell,27229,26.594
sample07563,102388,monocyte,19061,18.616
sample07563,102388,nk_cell,15203,14.848
sample07564,94217,b_cell,6126,6.502
sample07564,94217,cd4_t_cell,31851,33.806
sample07564,94217,cd8_t_cell,23884,25.35
sample07564,94217,monocyte,19978,21.204
sample07564,94217,nk_cell,12378,13.138
sample07565,91441,b_cell,9269,10.137
sample07565,91441,cd4_t_cell,22951,25.099
sample07565,91441,cd8_t_cell,24389,26.672
sample07565,91441,monocyte,19823,21.678
sample07565,91441,nk_cell,15009,16.414
sample07566,112492,b_cell,7471,6.641
sample07566,112492,cd4_t_cell,37161,33.034
sample07566,112492,cd8_t_cell,27813,24.724
sample07566,112492,monocyte,24600,21.868
sample07566,112492,nk_cell,15447,13.732
sample07567,104466,b_cell,7197,6.889
sample07567,104466,cd4_t_cell,31376,30.035
sample07567,104466,cd8_t_cell,23667,22.655
sample07567,104466,monocyte,22029,21.087
sample07567,104466,nk_cell,20197,19.334
sample07568,100131,b_cell,14176,14.157
sample07568,100131,cd4_t_cell,33416,33.372
sample07568,100131,cd8_t_cell,26930,26.895
sample07568,100131,monocyte,20808,20.781
sample07568,100131,nk_cell,4801,4.795
sample07569,95043,b_cell,13417,14.117
sample07569,95043,cd4_t_cell,31188,32.815
sample07569,95043,cd8_t_cell,30723,32.325
sample07569,95043,monocyte,11869,12.488
sample07569,95043,nk_cell,7846,8.255
sample07570,99055,b_cell,6155,6.214
sample07570,99055,cd4_t_cell,37278,37.634
sample07570,99055,cd8_t_cell,23162,23.383
sample07570,99055,monocyte,13383,13.511
sample07570,99055,nk_cell,19077,19.259
sample07571,112547,b_cell,8008,7.115
sample07571,112547,cd4_t_cell,42651,37.896
sample07571,112547,cd8_t_cell,25918,23.029
sample07571,112547,monocyte,23160,20.578
sample07571,112547,nk_cell,12810,11.382
sample07572,94698,b_cell,8370,8.839
sample07572,94698,cd4_t_cell,23216,24.516
sample07572,94698,cd8_t_cell,25933,27.385
sample07572,94698,monocyte,18537,19.575
sample07572,94698,nk_cell,18642,19.686
sample07573,105643,b_cell,8842,8.37
sample07573,105643,cd4_t_cell,25336,23.983
sample07573,105643,cd8_t_cell,29637,28.054
sample07573,105643,monocyte,16288,15.418
sample07573,105643,nk_cell,25540,24.176
sample07574,95797,b_cell,10778,11.251
sample07574,95797,cd4_t_cell,23429,24.457
sample07574,95797,cd8_t_cell,26932,28.114
sample07574,95797,monocyte,17000,17.746
sample07574,95797,nk_cell,17658,18.433
sample07575,107827,b_cell,6324,5.865
sample07575,107827,cd4_t_cell,35458,32.884
sample07575,107827,cd8_t_cell,20207,18.74
sample07575,107827,monocyte,25014,23.198
sample07575,107827,nk_cell,20824,19.312
sample07576,94975,b_cell,13142,13.837
sample07576,94975,cd4_t_cell,23550,24.796
sample07576,94975,cd8_t_cell,22644,23.842
sample07576,94975,monocyte,17330,18.247
sample07576,94975,nk_cell,18309,19.278
sample07577,108626,b_cell,6834,6.291
sample07577,108626,cd4_t_cell,29264,26.94
sample07577,108626,cd8_t_cell,29993,27.611
sample07577,108626,monocyte,18473,17.006
sample07577,108626,nk_cell,24062,22.151
sample07578,93008,b_cell,5848,6.288
sample07578,93008,cd4_t_cell,20772,22.334
sample07578,93008,cd8_t_cell,28735,30.895
sample07578,93008,monocyte,19365,20.821
sample07578,93008,nk_cell,18288,19.663
sample07579,104241,b_cell,10905,10.461
sample07579,104241,cd4_t_cell,32718,31.387
sample07579,104241,cd8_t_cell,19506,18.712
sample07579,104241,monocyte,21805,20.918
sample07579,104241,nk_cell,19307,18.522
sample07580,101180,b_cell,9043,8.938
sample07580,101180,cd4_t_cell,37206,36.772
sample07580,101180,cd8_t_cell,22473,22.211
sample07580,101180,monocyte,21281,21.033
sample07580,101180,nk_cell,11177,11.047
sample07581,97052,b_cell,12339,12.714
sample07581,97052,cd4_t_cell,36361,37.465
sample07581,97052,cd8_t_cell,21333,21.981
sample07581,97052,monocyte,12728,13.115
sample07581,97052,nk_cell,14291,14.725
sample07582,94160,b_cell,6432,6.831
sample07582,94160,cd4_t_cell,26851,28.516
sample07582,94160,cd8_t_cell,24581,26.106
sample07582,94160,monocyte,23060,24.49
sample07582,94160,nk_cell,13236,14.057
sample07583,99190,b_cell,9315,9.391
sample07583,99190,cd4_t_cell,19275,19.432
sample07583,99190,cd8_t_cell,32175,32.438
sample07583,99190,monocyte,22918,23.105
sample07583,99190,nk_cell,15507,15.634
sample07584,106563,b_cell,11397,10.695
sample07584,106563,cd4_t_cell,30097,28.243
sample07584,106563,cd8_t_cell,21675,20.34
sample07584,106563,monocyte,21485,20.162
sample07584,106563,nk_cell,21909,20.56
sample07585,102646,b_cell,10012,9.754
sample07585,102646,cd4_t_cell,28386,27.654
sample07585,102646,cd8_t_cell,29472,28.712
sample07585,102646,monocyte,21978,21.411
sample07585,102646,nk_cell,12798,12.468
sample07586,93168,b_cell,10258,11.01
sample07586,93168,cd4_t_cell,25027,26.862
sample07586,93168,cd8_t_cell,21880,23.484
sample07586,93168,monocyte,21362,22.928
sample07586,93168,nk_cell,14641,15.715
sample07587,107238,b_cell,7542,7.033
sample07587,107238,cd4_t_cell,34911,32.555
sample07587,107238,cd8_t_cell,28481,26.559
sample07587,107238,monocyte,27498,25.642
sample07587,107238,nk_cell,8806,8.212
sample07588,102202,b_cell,4188,4.098
sample07588,102202,cd4_t_cell,34559,33.814
sample07588,102202,cd8_t_cell,32230,31.536
sample07588,102202,monocyte,15407,15.075
sample07588,102202,nk_cell,15818,15.477
sample07589,96060,b_cell,10300,10.722
sample07589,96060,cd4_t_cell,28701,29.878
sample07589,96060,cd8_t_cell,21100,21.965
sample07589,96060,monocyte,20833,21.687
sample07589,96060,nk_cell,15126,15.746
sample07590,90478,b_cell,9338,10.321
sample07590,90478,cd4_t_cell,24406,26.975
sample07590,90478,cd8_t_cell,21433,23.689
sample07590,90478,monocyte,21426,23.681
sample07590,90478,nk_cell,13875,15.335
sample07591,103752,b_cell,7966,7.678
sample07591,103752,cd4_t_cell,30448,29.347
sample07591,103752,cd8_t_cell,30151,29.061
sample07591,103752,monocyte,18460,17.792
sample07591,103752,nk_cell,16727,16.122
sample07592,98899,b_cell,7282,7.363
sample07592,98899,cd4_t_cell,30404,30.742
sample07592,98899,cd8_t_cell,24486,24.759
sample07592,98899,monocyte,17986,18.186
sample07592,98899,nk_cell,18741,18.95
sample07593,109494,b_cell,10343,9.446
sample07593,109494,cd4_t_cell,23676,21.623
sample07593,109494,cd8_t_cell,26644,24.334
sample07593,109494,monocyte,26323,24.041
sample07593,109494,nk_cell,22508,20.556
sample07594,111131,b_cell,14426,12.981
sample07594,111131,cd4_t_cell,38310,34.473
sample07594,111131,cd8_t_cell,18923,17.028
sample07594,111131,monocyte,26254,23.624
sample07594,111131,nk_cell,13218,11.894
sample07595,100255,b_cell,15351,15.312
sample07595,100255,cd4_t_cell,27737,27.666
sample07595,100255,cd8_t_cell,16643,16.601
sample07595,100255,monocyte,23703,23.643
sample07595,100255,nk_cell,16821,16.778
sample07596,99421,b_cell,6149,6.185
sample07596,99421,cd4_t_cell,32550,32.74
sample07596,99421,cd8_t_cell,23050,23.184
sample07596,99421,monocyte,23292,23.428
sample07596,99421,nk_cell,14380,14.464
sample07597,101383,b_cell,12379,12.21
sample07597,101383,cd4_t_cell,32935,32.486
sample07597,101383,cd8_t_cell,26230,25.872
sample07597,101383,monocyte,18283,18.034
sample07597,101383,nk_cell,11556,11.398
sample07598,94664,b_cell,9825,10.379
sample07598,94664,cd4_t_cell,31284,33.047
sample07598,94664,cd8_t_cell,20643,21.807
sample07598,94664,monocyte,16470,17.398
sample07598,94664,nk_cell,16442,17.369
sample07599,103284,b_cell,7260,7.029
sample07599,103284,cd4_t_cell,38094,36.883
sample07599,103284,cd8_t_cell,25581,24.768
sample07599,103284,monocyte,18864,18.264
sample07599,103284,nk_cell,13485,13.056
sample07600,93428,b_cell,7348,7.865
sample07600,93428,cd4_t_cell,25246,27.022
sample07600,93428,cd8_t_cell,24718,26.457
sample07600,93428,monocyte,23565,25.223
sample07600,93428,nk_cell,12551,13.434
sample07601,89950,b_cell,16005,17.793
sample07601,89950,cd4_t_cell,26917,29.924
sample07601,89950,cd8_t_cell,16047,17.84
sample07601,89950,monocyte,12331,13.709
sample07601,89950,nk_cell,18650,20.734
sample07602,96441,b_cell,8177,8.479
sample07602,96441,cd4_t_cell,29816,30.916
sample07602,96441,cd8_t_cell,18996,19.697
sample07602,96441,monocyte,21847,22.653
sample07602,96441,nk_cell,17605,18.255
sample07603,108682,b_cell,9172,8.439
sample07603,108682,cd4_t_cell,30117,27.711
sample07603,108682,cd8_t_cell,18678,17.186
sample07603,108682,monocyte,28955,26.642
sample07603,108682,nk_cell,21760,20.022
sample07604,107290,b_cell,15251,14.215
sample07604,107290,cd4_t_cell,35940,33.498
sample07604,107290,cd8_t_cell,29223,27.237
sample07604,107290,monocyte,19455,18.133
sample07604,107290,nk_cell,7421,6.917
sample07605,100861,b_cell,11720,11.62
sample07605,100861,cd4_t_cell,32872,32.591
sample07605,100861,cd8_t_cell,28418,28.175
sample07605,100861,monocyte,17678,17.527
sample07605,100861,nk_cell,10173,10.086
sample07606,91757,b_cell,8391,9.145
sample07606,91757,cd4_t_cell,33926,36.974
sample07606,91757,cd8_t_cell,17240,18.789
sample07606,91757,monocyte,22051,24.032
sample07606,91757,nk_cell,10149,11.061
sample07607,91453,b_cell,8472,9.264
sample07607,91453,cd4_t_cell,29385,32.131
sample07607,91453,cd8_t_cell,24672,26.978
sample07607,91453,monocyte,18130,19.824
sample07607,91453,nk_cell,10794,11.803
sample07608,93178,b_cell,6558,7.038
sample07608,93178,cd4_t_cell,30324,32.544
sample07608,93178,cd8_t_cell,19944,21.404
sample07608,93178,monocyte,24919,26.743
sample07608,93178,nk_cell,11433,12.27
sample07609,105988,b_cell,8300,7.831
sample07609,105988,cd4_t_cell,24166,22.801
sample07609,105988,cd8_t_cell,31965,30.159
sample07609,105988,monocyte,26560,25.059
sample07609,105988,nk_cell,14997,14.15
sample07610,91424,b_cell,12344,13.502
sample07610,91424,cd4_t_cell,35725,39.076
sample07610,91424,cd8_t_cell,18971,20.751
sample07610,91424,monocyte,10906,11.929
sample07610,91424,nk_cell,13478,14.742
sample07611,92218,b_cell,4765,5.167
sample07611,92218,cd4_t_cell,27825,30.173
sample07611,92218,cd8_t_cell,21410,23.217
sample07611,92218,monocyte,27425,29.739
sample07611,92218,nk_cell,10793,11.704
sample07612,94264,b_cell,6914,7.335
sample07612,94264,cd4_t_cell,29203,30.98
sample07612,94264,cd8_t_cell,32029,33.978
sample07612,94264,monocyte,19347,20.524
sample07612,94264,nk_cell,6771,7.183
sample07613,101592,b_cell,16432,16.175
sample07613,101592,cd4_t_cell,30762,30.28
sample07613,101592,cd8_t_cell,19463,19.158
sample07613,101592,monocyte,22933,22.574
sample07613,101592,nk_cell,12002,11.814
sample07614,105861,b_cell,8257,7.8
sample07614,105861,cd4_t_cell,34225,32.33
sample07614,105861,cd8_t_cell,28901,27.301
sample07614,105861,monocyte,19750,18.657
sample07614,105861,nk_cell,14728,13.913
sample07615,98534,b_cell,9742,9.887
sample07615,98534,cd4_t_cell,25298,25.674
sample07615,98534,cd8_t_cell,15981,16.219
sample07615,98534,monocyte,19733,20.027
sample07615,98534,nk_cell,27780,28.193
sample07616,111422,b_cell,12009,10.778
sample07616,111422,cd4_t_cell,39357,35.322
sample07616,111422,cd8_t_cell,29381,26.369
sample07616,111422,monocyte,16286,14.617
sample07616,111422,nk_cell,14389,12.914
sample07617,103692,b_cell,8218,7.925
sample07617,103692,cd4_t_cell,32474,31.318
sample07617,103692,cd8_t_cell,20772,20.032
sample07617,103692,monocyte,26643,25.694
sample07617,103692,nk_cell,15585,15.03
sample07618,110138,b_cell,12792,11.615
sample07618,110138,cd4_t_cell,26545,24.102
sample07618,110138,cd8_t_cell,31091,28.229
sample07618,110138,monocyte,25828,23.451
sample07618,110138,nk_cell,13882,12.604
sample07619,96608,b_cell,9775,10.118
sample07619,96608,cd4_t_cell,34272,35.475
sample07619,96608,cd8_t_cell,21457,22.21
sample07619,96608,monocyte,17525,18.14
sample07619,96608,nk_cell,13579,14.056
sample07620,100603,b_cell,8959,8.905
sample07620,100603,cd4_t_cell,29439,29.263
sample07620,100603,cd8_t_cell,20913,20.788
sample07620,100603,monocyte,21717,21.587
sample07620,100603,nk_cell,19575,19.458
sample07621,95097,b_cell,7840,8.244
sample07621,95097,cd4_t_cell,25716,27.042
sample07621,95097,cd8_t_cell,28485,29.954
sample07621,95097,monocyte,14010,14.732
sample07621,95097,nk_cell,19046,20.028
sample07622,93577,b_cell,11091,11.852
sample07622,93577,cd4_t_cell,28038,29.962
sample07622,93577,cd8_t_cell,24393,26.067
sample07622,93577,monocyte,12404,13.255
sample07622,93577,nk_cell,17651,18.863
sample07623,89042,b_cell,8957,10.059
sample07623,89042,cd4_t_cell,30510,34.265
sample07623,89042,cd8_t_cell,20549,23.078
sample07623,89042,monocyte,20160,22.641
sample07623,89042,nk_cell,8866,9.957
sample07624,95458,b_cell,10561,11.064
sample07624,95458,cd4_t_cell,18861,19.758
sample07624,95458,cd8_t_cell,27555,28.866
sample07624,95458,monocyte,22395,23.461
sample07624,95458,nk_cell,16086,16.851
sample07625,105388,b_cell,14080,13.36
sample07625,105388,cd4_t_cell,30968,29.385
sample07625,105388,cd8_t_cell,32049,30.41
sample07625,105388,monocyte,16400,15.562
sample07625,105388,nk_cell,11891,11.283
sample07626,101696,b_cell,9574,9.414
sample07626,101696,cd4_t_cell,37033,36.415
sample07626,101696,cd8_t_cell,26818,26.371
sample07626,101696,monocyte,14157,13.921
sample07626,101696,nk_cell,14114,13.879
sample07627,95800,b_cell,8420,8.789
sample07627,95800,cd4_t_cell,28919,30.187
sample07627,95800,cd8_t_cell,18262,19.063
sample07627,95800,monocyte,17413,18.176
sample07627,95800,nk_cell,22786,23.785
sample07628,93115,b_cell,8024,8.617
sample07628,93115,cd4_t_cell,24524,26.337
sample07628,93115,cd8_t_cell,30122,32.349
sample07628,93115,monocyte,20087,21.572
sample07628,93115,nk_cell,10358,11.124
sample07629,97763,b_cell,7729,7.906
sample07629,97763,cd4_t_cell,27002,27.62
sample07629,97763,cd8_t_cell,25873,26.465
sample07629,97763,monocyte,19950,20.406
sample07629,97763,nk_cell,17209,17.603
sample07630,95058,b_cell,5487,5.772
sample07630,95058,cd4_t_cell,30553,32.141
sample07630,95058,cd8_t_cell,18580,19.546
sample07630,95058,monocyte,23654,24.884
sample07630,95058,nk_cell,16784,17.657
sample07631,92479,b_cell,9565,10.343
sample07631,92479,cd4_t_cell,31094,33.623
sample07631,92479,cd8_t_cell,22725,24.573
sample07631,92479,monocyte,17680,19.118
sample07631,92479,nk_cell,11415,12.343
sample07632,101693,b_cell,7338,7.216
sample07632,101693,cd4_t_cell,28404,27.931
sample07632,101693,cd8_t_cell,30675,30.164
sample07632,101693,monocyte,18646,18.336
sample07632,101693,nk_cell,16630,16.353
sample07633,94189,b_cell,10463,11.109
sample07633,94189,cd4_t_cell,27990,29.717
sample07633,94189,cd8_t_cell,23365,24.807
sample07633,94189,monocyte,20161,21.405
sample07633,94189,nk_cell,12210,12.963
sample07634,103231,b_cell,9188,8.9
sample07634,103231,cd4_t_cell,29921,28.985
sample07634,103231,cd8_t_cell,39019,37.798
sample07634,103231,monocyte,12359,11.972
sample07634,103231,nk_cell,12744,12.345
sample07635,106437,b_cell,8462,7.95
sample07635,106437,cd4_t_cell,31968,30.035
sample07635,106437,cd8_t_cell,33015,31.018
sample07635,106437,monocyte,17031,16.001
sample07635,106437,nk_cell,15961,14.996
sample07636,94430,b_cell,10261,10.866
sample07636,94430,cd4_t_cell,19271,20.408
sample07636,94430,cd8_t_cell,23920,25.331
sample07636,94430,monocyte,24786,26.248
sample07636,94430,nk_cell,16192,17.147
sample07637,94013,b_cell,9180,9.765
sample07637,94013,cd4_t_cell,29263,31.127
sample07637,94013,cd8_t_cell,24881,26.465
sample07637,94013,monocyte,18699,19.89
sample07637,94013,nk_cell,11990,12.754
sample07638,100300,b_cell,10409,10.378
sample07638,100300,cd4_t_cell,33033,32.934
sample07638,100300,cd8_t_cell,29251,29.164
sample07638,100300,monocyte,13711,13.67
sample07638,100300,nk_cell,13896,13.854
sample07639,96665,b_cell,7860,8.131
sample07639,96665,cd4_t_cell,36103,37.349
sample07639,96665,cd8_t_cell,23907,24.732
sample07639,96665,monocyte,16685,17.261
sample07639,96665,nk_cell,12110,12.528
sample07640,102384,b_cell,7033,6.869
sample07640,102384,cd4_t_cell,30612,29.899
sample07640,102384,cd8_t_cell,26983,26.355
sample07640,102384,monocyte,17667,17.256
sample07640,102384,nk_cell,20089,19.621
sample07641,87949,b_cell,11809,13.427
sample07641,87949,cd4_t_cell,25101,28.54
sample07641,87949,cd8_t_cell,22591,25.686
sample07641,87949,monocyte,14947,16.995
sample07641,87949,nk_cell,13501,15.351
sample07642,100418,b_cell,9201,9.163
sample07642,100418,cd4_t_cell,32764,32.628
sample07642,100418,cd8_t_cell,26238,26.129
sample07642,100418,monocyte,25693,25.586
sample07642,100418,nk_cell,6522,6.495
sample07643,103147,b_cell,10702,10.375
sample07643,103147,cd4_t_cell,31321,30.365
sample07643,103147,cd8_t_cell,29609,28.706
sample07643,103147,monocyte,17999,17.45
sample07643,103147,nk_cell,13516,13.104
sample07644,107169,b_cell,9853,9.194
sample07644,107169,cd4_t_cell,29065,27.121
sample07644,107169,cd8_t_cell,28862,26.931
sample07644,107169,monocyte,21349,19.921
sample07644,107169,nk_cell,18040,16.833
sample07645,100782,b_cell,7949,7.887
sample07645,100782,cd4_t_cell,25375,25.178
sample07645,100782,cd8_t_cell,28925,28.701
sample07645,100782,monocyte,21735,21.566
sample07645,100782,nk_cell,16798,16.668
sample07646,96494,b_cell,7663,7.941
sample07646,96494,cd4_t_cell,27933,28.948
sample07646,96494,cd8_t_cell,23556,24.412
sample07646,96494,monocyte,17992,18.646
sample07646,96494,nk_cell,19350,20.053
sample07647,94533,b_cell,11096,11.738
sample07647,94533,cd4_t_cell,34651,36.655
sample07647,94533,cd8_t_cell,20193,21.361
sample07647,94533,monocyte,14361,15.192
sample07647,94533,nk_cell,14232,15.055
sample07648,108878,b_cell,7773,7.139
sample07648,108878,cd4_t_cell,30557,28.065
sample07648,108878,cd8_t_cell,27325,25.097
sample07648,108878,monocyte,33588,30.849
sample07648,108878,nk_cell,9635,8.849
sample07649,96059,b_cell,6605,6.876
sample07649,96059,cd4_t_cell,18604,19.367
sample07649,96059,cd8_t_cell,18161,18.906
sample07649,96059,monocyte,34127,35.527
sample07649,96059,nk_cell,18562,19.324
sample07650,93609,b_cell,10186,10.881
sample07650,93609,cd4_t_cell,22370,23.897
sample07650,93609,cd8_t_cell,28932,30.907
sample07650,93609,monocyte,15116,16.148
sample07650,93609,nk_cell,17005,18.166
sample07651,95851,b_cell,9535,9.948
sample07651,95851,cd4_t_cell,26520,27.668
sample07651,95851,cd8_t_cell,25482,26.585
sample07651,95851,monocyte,19250,20.083
sample07651,95851,nk_cell,15064,15.716
sample07652,97415,b_cell,7306,7.5
sample07652,97415,cd4_t_cell,33830,34.728
sample07652,97415,cd8_t_cell,22156,22.744
sample07652,97415,monocyte,17389,17.85
sample07652,97415,nk_cell,16734,17.178
sample07653,89517,b_cell,8798,9.828
sample07653,89517,cd4_t_cell,24663,27.551
sample07653,89517,cd8_t_cell,21646,24.181
sample07653,89517,monocyte,20482,22.881
sample07653,89517,nk_cell,13928,15.559
sample07654,93506,b_cell,7955,8.507
sample07654,93506,cd4_t_cell,36807,39.363
sample07654,93506,cd8_t_cell,21826,23.342
sample07654,93506,monocyte,17642,18.867
sample07654,93506,nk_cell,9276,9.92
sample07655,90225,b_cell,7664,8.494
sample07655,90225,cd4_t_cell,33125,36.714
sample07655,90225,cd8_t_cell,21163,23.456
sample07655,90225,monocyte,12514,13.87
sample07655,90225,nk_cell,15759,17.466
sample07656,95736,b_cell,6284,6.564
sample07656,95736,cd4_t_cell,33166,34.643
sample07656,95736,cd8_t_cell,25006,26.12
sample07656,95736,monocyte,14052,14.678
sample07656,95736,nk_cell,17228,17.995
sample07657,107271,b_cell,15017,13.999
sample07657,107271,cd4_t_cell,26807,24.99
